,FPR@95,AUROC,AUPR_IN,AUPR_OUT,ACC
ssb_hard,92.33023255813954,44.64463474133839,46.190491704636536,47.77168043396909,42.18604651162791
ninco,87.17441860465117,50.70903570849337,89.79454744198847,11.575178490492192,42.18604651162791
nearood,89.75232558139534,47.676835224915884,67.9925195733125,29.673429462230636,42.18604651162791
inaturalist,81.02325581395348,54.73766174418604,86.2142594322692,19.30455293987033,42.18604651162791
textures,77.5093023255814,79.70093631692808,96.24897652182565,41.64279422576178,42.18604651162791
openimage_o,86.6139534883721,55.227171741892555,78.50894927361985,31.571556296934794,42.18604651162791
farood,81.71550387596899,63.22192326766889,86.99072840923824,30.8396344875223,42.18604651162791
