,FPR@95,AUROC,AUPR_IN,AUPR_OUT,ACC
cifar10,75.03333333333333,70.7649488888889,70.35475672211723,68.54862072769676,77.16666666666666
tin,40.43333333333333,89.42841454694045,92.47811525987062,85.25875577958496,77.16666666666666
nearood,57.73333333333333,80.09668171791466,81.41643599099393,76.90368825364085,77.16666666666666
mnist,13.766666666666666,96.3817992857143,88.96769013793352,99.34885675658401,77.16666666666666
svhn,24.688888888888886,93.16069922488562,88.40148009155398,96.65976065762324,77.16666666666666
texture,79.86666666666666,80.86798266351457,82.24141215014296,76.30089146799767,77.16666666666666
places365,54.855555555555554,83.68608553183509,64.11165652586995,94.2303153935513,77.16666666666666
farood,43.294444444444444,88.52414167648739,80.93055972637511,91.63495606893906,77.16666666666666
